@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1,9-10'

@attribute volacid numeric
@attribute citricacid numeric
@attribute residualsugar numeric
@attribute chlorides numeric
@attribute freesulfur numeric
@attribute totalsulfur numeric
@attribute density numeric
@attribute alcohol numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
0.17,0.28,17.55,0.05,33,154,0.99971,9,7
0.19,0.35,13.5,0.038,49,118,0.99546,10.7,6
0.19,0.35,13.5,0.038,49,118,0.99546,10.7,6
0.16,0.27,15.5,0.05,25,135,0.9984,8.7,7
0.3,0.27,11.6,0.028,22,97,0.99314,11.7,6
0.24,0.22,7.9,0.053,45,149,0.99545,9.3,5
0.16,0.27,15.5,0.05,25,135,0.9984,8.7,7
0.17,0.28,17.55,0.05,33,154,0.99971,9,7
0.43,0.18,13.15,0.032,25,131,0.99565,10.7,5
0.19,0.35,13.5,0.038,49,118,0.99546,10.7,6
0.16,0.36,1.3,0.034,32,98,0.99058,11.3,6
0.41,0.01,6.1,0.048,20,70,0.99362,10,5
0.36,0.32,1.9,0.036,27,119,0.99196,11.2,6
0.28,0.21,1.6,0.032,23,85,0.99027,12.5,5
0.5,0.26,11.3,0.029,32,110,0.99302,12.9,8
0.44,0.27,8.4,0.057,60,160,0.99257,11.8,6
0.44,0.27,8.4,0.057,60,160,0.99257,11.8,6
0.24,0.28,12.2,0.049,54,133,0.9952,10.7,6
0.28,0.27,8,0.048,41,162,0.99498,9.9,5
0.16,0.38,12.7,0.043,70.5,163,0.99706,10.4,7
0.36,0.16,1.3,0.054,11,107,0.99398,8.5,5
0.35,0.19,10.5,0.06,15,82,0.99588,9.9,4
0.25,0.26,12.5,0.049,52.5,120,0.99691,9.4,6
0.23,0.21,1.5,0.044,21,110,0.99138,11,6
0.265,0.28,7.8,0.052,27,91,0.99432,10.4,6
0.23,0.28,8.6,0.046,37,142,0.99432,10.6,6
0.3,0.32,1.2,0.052,32,185,0.99266,10.1,5
0.33,0.24,14.5,0.048,20,96,0.99456,11.5,8
0.26,0.29,3.7,0.048,14,73,0.9915,11.4,6
0.2,0.4,1.1,0.058,30,93,0.99322,9.2,6
0.21,0.42,1.1,0.059,33,101,0.9927,9.7,6
0.25,0.27,3.8,0.047,16,79,0.99173,11.3,6
0.24,0.3,10.2,0.07,44,179,0.99666,8.9,6
0.14,0.28,7.9,0.057,21,82,0.99425,10,6
0.25,0.28,4.9,0.03,29,98,0.99024,12.8,7
0.14,0.28,7.9,0.057,21,82,0.99425,10,6
0.21,0.34,5.6,0.046,30,140,0.99299,11,5
0.5,0.2,2.4,0.059,19,112,0.99314,9.2,6
0.37,0.23,9.5,0.057,54,166,0.99568,10,5
0.31,0.28,4.1,0.03,22,86,0.99062,11.7,7
0.45,0.27,4.7,0.035,17,80,0.99058,12.5,7
0.3,0.45,1.4,0.039,36,122,0.99059,11.1,7
0.23,0.56,0.9,0.041,46,141,0.99119,9.7,5
0.3,0.26,20.3,0.037,45,150,0.99727,12.3,6
0.28,0.42,3.5,0.035,43,105,0.99021,12.2,6
0.255,0.22,2.7,0.043,46,153,0.99238,11.3,6
0.21,0.25,1.2,0.04,18,75,0.99006,11.3,6
0.2,0.25,2,0.041,30,95,0.99078,11.1,6
0.17,0.29,1.1,0.041,32,92,0.99036,11.2,6
0.26,0.32,1.2,0.041,29,94,0.98978,12,6
0.35,0.2,18.1,0.069,33,158,0.99908,8.8,6
0.23,0.22,17.45,0.054,42,151,0.99853,9.3,6
0.17,0.23,5.7,0.048,44,147,0.99382,10,5
0.18,0.22,5.6,0.047,45,147,0.99383,10,5
0.31,0.34,6.8,0.059,51,215,0.99538,10.3,5
0.34,0.31,6,0.02,18,68,0.98981,13.4,7
0.29,0.32,1.8,0.032,18,130,0.99095,11.2,6
0.31,0.26,8.6,0.048,47,206,0.9964,9.1,5
0.27,0.28,7.8,0.038,26,89,0.9915,12.5,6
0.26,0.24,2.4,0.046,27,132,0.99234,11.3,5
0.65,0.23,5,0.035,20,128,0.99016,12.8,6
0.23,0.32,1.5,0.041,8,72,0.98949,12.7,6
0.28,0.29,11.9,0.052,51,149,0.99544,10.4,6
0.27,0.27,9,0.051,43,136,0.9941,10.7,6
0.25,0.28,10,0.055,56,131,0.994,10.9,6
0.26,0.29,11.9,0.052,54,160,0.99546,10.4,6
0.18,0.35,5.4,0.054,53,143,0.99287,11,7
0.2,0.25,15,0.055,8,120,0.99767,9.6,6
0.48,0.31,9.4,0.046,6,194,0.99714,9.4,5
0.2,0.25,15,0.055,8,120,0.99767,9.6,6
0.3,0.47,1.4,0.049,50,187,0.9927,9.5,5
0.32,0.5,6.5,0.048,61,186,0.9948,9.6,5
0.34,0.52,6.3,0.047,63,186,0.99481,9.6,5
0.16,0.3,13.7,0.056,33,168,0.99825,8.7,7
0.16,0.3,13.7,0.056,33,168,0.99825,8.7,7
0.16,0.3,13.7,0.056,33,168,0.99825,8.7,7
0.16,0.3,13.7,0.056,33,168,0.99825,8.7,7
0.16,0.3,13.7,0.056,33,168,0.99825,8.7,7
0.26,0.38,1.5,0.061,12,120,0.99192,10.4,5
0.19,0.26,1.4,0.039,30,104,0.98998,12.4,6
0.21,0.34,1.5,0.035,45,123,0.98949,12.6,7
0.16,0.3,13.7,0.056,33,168,0.99825,8.7,7
0.22,0.37,1.6,0.04,31,101,0.99009,12,5
0.34,0.27,5.2,0.06,14,169,0.99252,11.6,6
0.35,0.39,2.4,0.048,25,157,0.99133,11.1,7
0.24,0.33,3.2,0.049,68,161,0.99324,10.2,6
0.25,0.33,1.7,0.037,35,113,0.99164,10.6,6
0.19,0.33,4.2,0.038,49,133,0.99107,11.3,7
0.24,0.4,15.4,0.052,81,198,0.9986,9.4,5
0.31,0.61,13,0.053,31,123,0.99708,9.3,6
0.3,0.3,2.5,0.041,29,82,0.99065,11.8,7
0.33,0.28,4,0.04,24,81,0.9903,12.6,7
0.24,0.4,15.4,0.052,81,198,0.9986,9.4,5
0.27,0.32,1.2,0.043,23,72,0.99236,10.5,5
0.24,0.34,2,0.037,40,108,0.98948,12.3,6
0.21,0.21,5.1,0.097,21,105,0.9939,9.6,5
0.22,0.3,1.4,0.04,14,63,0.98985,12,6
0.27,0.35,1.2,0.05,36,140,0.99138,11.2,5
0.2,0.24,6.5,0.044,28,100,0.99348,10.2,6
0.2,0.24,6.5,0.044,28,100,0.99348,10.2,6
0.45,0.24,2.7,0.04,24,87,0.98862,13.4,8
0.22,0.29,1.3,0.036,25,68,0.98865,12.6,6
0.3,0.48,7.4,0.053,34,149,0.99472,9.8,5
0.27,0.33,1.3,0.045,26,100,0.99066,12.4,6
0.24,0.33,1.2,0.044,28,101,0.99035,12.5,6
0.41,0.27,2.6,0.033,25,85,0.99086,11.7,6
0.3,0.32,1.3,0.054,27,183,0.99266,10.1,5
0.26,0.38,10.5,0.044,33,139,0.99517,10.3,6
0.41,0.27,2.6,0.033,25,85,0.99086,11.7,6
0.32,0.2,14.4,0.05,29,144,0.99666,10.3,6
0.25,0.3,1.2,0.036,42,107,0.991,10.8,7
0.17,0.21,6,0.05,26,134,0.9939,9.8,6
0.38,0.42,11.8,0.041,32,193,0.99624,10,6
0.31,0.37,6.2,0.052,13,164,0.99602,8.8,4
0.38,0.53,1.4,0.142,5,69,0.9926,10.1,4
0.44,0.24,12.1,0.056,68,210,0.99718,9.5,5
0.44,0.24,12.1,0.056,68,210,0.99718,9.5,5
0.44,0.24,12.1,0.056,68,210,0.99718,9.5,5
0.38,0.14,3.9,0.06,27,113,0.99344,9.2,4
0.33,0.32,4.6,0.041,31,180,0.99184,12.2,6
0.44,0.24,12.1,0.056,68,210,0.99718,9.5,5
0.19,0.29,1.2,0.046,29,92,0.99033,11.3,6
0.28,0.34,8.1,0.038,44,129,0.99248,12.1,6
0.43,0.11,1.1,0.029,6,51,0.99076,11.2,4
0.345,0.27,10.1,0.056,38,187,0.99486,10.6,5
0.26,0.25,5.2,0.046,11,133,0.99202,11,6
0.22,0.23,5,0.045,10,122,0.99261,10,6
0.35,0.37,2.5,0.066,29,89,0.98964,12.7,6
0.39,0.28,9.2,0.036,10,92,0.99206,12.1,6
0.22,0.3,2,0.05,23,120,0.99204,10.4,6
0.29,0.18,15,0.04,21,116,0.99736,9.2,5
0.22,0.29,4.2,0.037,69,144,0.99214,10.8,7
0.36,0.48,13.5,0.038,44,116,0.9982,9.2,5
0.35,0.47,13.3,0.037,42,116,0.99822,9.2,5
0.18,0.26,2.2,0.023,21,95,0.9893,12.3,6
0.36,0.47,1.4,0.145,26,124,0.99274,10.1,6
0.23,0.19,2.2,0.044,39,161,0.99209,10.4,6
0.11,0.26,14.8,0.053,44,95,0.99676,9.8,6
0.29,0.24,9.9,0.058,25,115,0.99567,10.9,5
0.33,0.26,5.1,0.051,16,119,0.99416,9.2,5
0.33,0.26,5.1,0.051,16,119,0.99416,9.2,5
0.3,0.23,1.5,0.034,37,121,0.98871,12.1,6
0.31,0.02,11.1,0.036,20,114,0.99248,12.4,6
0.31,0.27,2.3,0.042,19,120,0.98952,12.7,7
0.55,0.05,8,0.036,19,164,0.99269,12.2,6
0.2,0.16,1.4,0.042,44,99,0.98912,12.2,6
0.36,0.22,5.25,0.038,44,145,0.99184,11.2,6
0.31,0.27,2.3,0.042,19,120,0.98952,12.7,7
0.29,0.27,2.3,0.044,20,117,0.9895,12.7,7
0.22,0.29,3.5,0.04,27,146,0.98999,12.1,6
0.46,0.23,13.7,0.045,44,192,0.9981,9.4,5
0.42,0.2,15.4,0.043,57,201,0.99848,9.4,5
0.22,0.2,16,0.044,41,113,0.99862,8.9,6
0.22,0.2,16,0.044,41,113,0.99862,8.9,6
0.31,0.2,2.4,0.027,27,117,0.98886,13,7
0.22,0.35,5.5,0.054,37,183,0.99474,10.3,5
0.18,0.29,2.3,0.04,5,47,0.99126,10.1,4
0.24,0.27,16.8,0.04,48,129,0.99691,10.5,6
0.22,0.2,16,0.044,41,113,0.99862,8.9,6
0.26,0.24,17.8,0.059,23,124,0.99773,10.1,5
0.2,0.26,6.8,0.049,22,93,0.9928,11,6
0.2,0.26,6.8,0.049,22,93,0.9928,11,6
0.28,0.17,1.6,0.046,28,117,0.99288,10,5
0.2,0.33,4.7,0.03,25,76,0.99202,10.5,6
0.26,0.24,17.8,0.059,23,124,0.99773,10.1,5
0.21,0.36,15.7,0.045,68,183,0.99922,9.4,5
0.22,0.32,5.8,0.041,20,119,0.99296,11.2,6
0.21,0.36,15.7,0.045,68,183,0.99922,9.4,5
0.22,0.28,9,0.046,22,121,0.99468,10.8,5
0.21,0.36,15.7,0.045,68,183,0.99922,9.4,5
0.22,0.32,5.8,0.041,20,119,0.99296,11.2,6
0.2,0.35,8.8,0.037,31,103,0.99388,11,6
0.26,0,10.2,0.038,13,111,0.99315,12.4,6
0.28,0.3,6.6,0.208,60,154,0.99478,9.4,6
0.34,0.23,8.9,0.105,22,155,0.99692,9.5,5
0.39,0.39,11.1,0.034,25,204,0.99616,10,6
0.26,0.29,4.2,0.043,33,114,0.9902,12.5,6
0.25,0.24,7.4,0.044,21,113,0.99462,10.5,6
0.24,0.27,11.5,0.05,51,133,0.99476,10.8,6
0.22,0.27,1.6,0.039,36,116,0.99178,11,7
0.26,0.29,2,0.036,16,87,0.99081,11.8,6
0.34,0.25,4.8,0.038,16,121,0.99198,12.6,6
0.23,0.28,1.9,0.046,33,103,0.98997,12,5
0.26,0.29,4.2,0.043,33,114,0.9902,12.5,6
0.27,0.3,1.6,0.04,19,86,0.99089,11.5,6
0.41,0.22,7.3,0.035,23,117,0.99172,11.94,7
0.585,0.2,10.4,0.086,17,94,0.99681,9.4,5
0.26,0.35,7.7,0.056,45,191,0.99527,9.5,5
0.38,0.34,8.3,0.052,44,168,0.99627,9.2,5
0.24,0.26,8.2,0.054,47,182,0.99538,9.5,5
0.42,0.19,9.3,0.043,28,145,0.99433,10.98,5
0.24,0.26,8.2,0.054,47,182,0.99538,9.5,5
0.19,0.27,13.9,0.057,45,155,0.99807,8.8,8
0.19,0.27,13.9,0.057,45,155,0.99807,8.8,8
0.19,0.27,13.9,0.057,45,155,0.99807,8.8,8
0.19,0.27,13.9,0.057,45,155,0.99807,8.8,8
0.19,0.27,13.9,0.057,45,155,0.99807,8.8,8
0.19,0.27,13.9,0.057,45,155,0.99807,8.8,8
0.19,0.27,13.9,0.057,45,155,0.99807,8.8,8
0.24,0.29,2,0.044,15,96,0.99232,10.4,8
0.19,0.27,13.9,0.057,45,155,0.99807,8.8,8
0.27,0.52,15.7,0.054,36,139,0.99788,10.033333,6
0.28,0.35,1.2,0.052,39,141,0.99108,11.3,6
0.22,0.25,1.5,0.024,21,109,0.99234,10.4,6
0.27,0.69,1.2,0.176,36,106,0.99288,9.2,6
0.2,0.35,3.2,0.034,21,107,0.99195,11.1,6
0.27,0.69,1.2,0.176,36,106,0.99288,9.2,6
0.31,0.52,13.2,0.042,61,148,0.99839,9.1,6
0.34,0.28,10.4,0.108,43,187,0.99738,9.4,5
0.36,0.25,5.7,0.015,14,73,0.98963,13.2,6
0.31,0.28,2.5,0.039,34,137,0.98946,12.7,6
0.28,0.35,1.6,0.054,31,148,0.99178,10.7,5
0.16,0.3,1.4,0.064,34,166,0.99136,11.433333,6
0.31,0.28,2.5,0.039,34,137,0.98946,12.7,6
0.29,0.29,5.6,0.046,35,178,0.99313,10.533333,5
0.23,0.2,7.5,0.05,44,179,0.99504,9.533333,5
0.28,0.35,1.6,0.054,31,148,0.99178,10.7,5
0.2,0.33,1.5,0.039,36,110,0.99008,12,6
0.24,0.27,2.9,0.039,30,123,0.98959,12.8,6
0.31,0.25,11.2,0.048,32,136,0.99663,9.5,5
0.3,0.28,11.45,0.041,29,109,0.99418,10.9,6
0.29,0.21,9.65,0.041,36,119,0.99334,10.933333,6
0.22,0.19,4.5,0.096,16,115,0.9937,9.6,5
0.23,0.23,3.5,0.038,23,112,0.99157,11.366667,6
0.35,0.21,2.1,0.051,46,171,0.9932,9.5,5
0.32,0.32,4.8,0.041,40,186,0.99235,11,6
0.34,0.21,5,0.042,17,133,0.99373,9.4,5
0.31,0.29,7.3,0.05,33,143,0.99332,11.066667,6
0.3,0.27,5,0.058,27,151,0.99198,12.2,6
0.24,0.26,1.7,0.041,31,110,0.99142,11,6
0.27,0.31,5,0.043,54,170,0.9924,11,6
0.28,0.22,9.5,0.04,30,111,0.99338,10.8,4
0.25,0.44,15.8,0.057,39,167,0.99804,9.2,5
0.2,0.26,12.7,0.046,60,143,0.99526,10.8,6
0.27,0.26,11.8,0.053,55,173,0.99699,9.8,5
0.27,0.26,11.8,0.053,55,173,0.99699,9.8,5
0.24,0.22,12.3,0.051,35,146,0.99676,9.4,5
0.38,0.29,13.6,0.041,30,137,0.99461,12.1,6
0.43,0.26,5.2,0.043,40,176,0.99116,12.3,6
0.29,0.16,7.9,0.044,48,197,0.99512,9.4,5
0.29,0.16,7.9,0.044,48,197,0.99512,9.4,5
0.19,0.32,2.8,0.046,18,80,0.99043,11.05,6
0.29,0.16,7.9,0.044,48,197,0.99512,9.4,5
0.29,0.29,3.3,0.037,32,140,0.9895,12.8,7
0.3,0.38,4.9,0.039,22,86,0.98963,13.1,7
0.27,0.27,10.4,0.041,26,114,0.99335,11.5,7
0.305,0.22,16,0.061,26,141,0.99824,9.1,5
0.24,0.47,6.3,0.069,35,182,0.99391,9.75,5
0.22,0.28,2.2,0.04,24,125,0.9917,10.5,6
0.22,0.23,17.3,0.047,37,118,0.99906,8.8,6
0.22,0.23,17.3,0.047,37,118,0.99906,8.8,6
0.22,0.28,2.2,0.04,24,125,0.9917,10.5,6
0.21,0.52,6.5,0.047,28,123,0.99418,9.9,6
0.32,0.26,12.3,0.044,24,205,0.99611,9.9,5
0.36,0.59,13.6,0.051,60,134,0.99886,8.7,5
0.56,0.26,10.9,0.06,55,193,0.9969,9.4,5
0.24,0.24,1.7,0.045,18,161,0.99196,11.2,6
0.28,0.28,4.5,0.051,14,92,0.99224,11.9,6
0.29,0.3,9.15,0.051,25,166,0.99339,11.35,6
0.21,0.19,1.4,0.046,51,131,0.99184,10.5,5
0.47,0.16,5.9,0.048,14,125,0.99428,9.8,5
0.34,0.31,16.4,0.051,20,146,0.99834,9.1,5
0.35,0.25,7.8,0.031,24,116,0.99241,11.3,6
0.35,0.25,7.8,0.031,24,116,0.99241,11.3,6
0.46,0.1,2.8,0.024,31,111,0.98816,13.1,6
0.38,0.29,2.9,0.035,15,101,0.98916,12.5,6
0.3,0.25,2.5,0.045,32,122,0.99329,10.3,5
0.28,0.22,12.8,0.039,51,150,0.99535,10.7,6
0.39,0.22,2.8,0.048,53,173,0.99304,9.8,5
0.18,0.26,17.3,0.051,17,149,0.9984,9.4,6
0.22,0.18,6.4,0.041,28,120,0.99403,9.9,5
0.18,0.26,17.3,0.051,17,149,0.9984,9.4,6
0.28,0.24,2.4,0.044,29,157,0.99312,10.6,6
0.42,0.2,2.8,0.038,28,109,0.98968,13.4,6
0.32,0.32,1.7,0.031,31,114,0.98946,12.5,6
0.26,0.56,15.4,0.053,32,141,0.9981,9.3,5
0.26,0.56,15.4,0.053,32,141,0.9981,9.3,5
0.32,0.24,4.1,0.051,34,149,0.99306,11,5
0.25,0.27,6.6,0.054,40,158,0.99378,10.3,5
0.21,0.24,1.2,0.051,31,95,0.99036,11.3,6
0.23,0.27,2.1,0.042,35,100,0.99094,10.9,6
0.145,0.29,1,0.042,35,90,0.9908,11.3,6
0.28,0.28,1.4,0.039,12,83,0.99173,11.1,5
0.36,0.2,1.6,0.271,24,140,0.99356,9.8,5
0.22,0.33,1.9,0.036,37,110,0.98945,12.4,6
0.2,0.38,1.3,0.034,37,104,0.98865,12.7,6
0.32,0.26,7.9,0.05,53,180,0.99514,9.6,5
0.32,0.26,7.9,0.05,53,180,0.99514,9.6,5
0.555,0.26,4.5,0.053,17,126,0.9943,9.1,5
0.22,0.45,22.6,0.12,55,122,0.99636,12.8,5
0.32,0.26,7.9,0.05,53,180,0.99514,9.6,5
0.3,0.33,3.5,0.037,37,155,0.98987,12.4,6
0.555,0.26,4.5,0.053,17,126,0.9943,9.1,5
0.31,0.33,2,0.033,12,74,0.99064,12.5,6
0.15,0.25,7.8,0.05,13,68,0.99394,9.9,6
0.48,0.49,2.9,0.03,28,122,0.98926,13,6
0.3,0.33,3.5,0.033,25,116,0.99057,11.7,6
0.28,0.23,4.2,0.038,13,95,0.98898,13.1,6
0.31,0.25,10.5,0.043,30,165,0.9972,10.55,6
0.23,0.39,16.1,0.053,71,194,0.9988,10.2,6
0.24,0.29,1.1,0.046,34,84,0.9902,11.45,6
0.29,0.3,8.1,0.212,60,150,0.9958,9.3,5
0.2,0.25,6.2,0.052,22,106,0.9935,10.8,5
0.27,0.33,2.4,0.053,36,175,0.992,11,6
0.54,0.21,16.3,0.055,41,182,0.9986,10.4,6
0.61,0.01,8.4,0.041,31,104,0.9909,14.05,7
0.19,0.28,1.1,0.044,38,100,0.9904,11.2,6
0.26,0.3,2.6,0.034,75,129,0.9902,11.5,4
0.23,0.17,1.3,0.061,14,100,0.9925,9.5,5
0.33,0.3,2.1,0.047,35,147,0.9886,13.4,6
0.27,0.32,1.1,0.034,24,110,0.9898,12.5,6
0.27,0.32,1.1,0.034,24,110,0.9898,12.5,6
0.4,0.29,2.8,0.044,27,97,0.9904,11.2,6
0.4,0.18,9,0.051,28.5,259,0.9964,8.8,5
0.32,0.32,2.2,0.036,15,70,0.9899,12.7,6
0.17,0.17,5.1,0.049,26,82,0.993,9.8,6
0.2,0.33,3.5,0.049,10,40,0.9944,9.8,6
0.31,0.31,7.5,0.052,55,230,0.9949,9.8,5
0.36,0.2,2,0.048,48,191,0.9929,9.6,5
0.2,0.33,3.5,0.049,10,40,0.9944,9.8,6
0.18,0.25,14.3,0.048,79,149,0.9975,9.7,5
0.16,0.25,9.8,0.049,59.5,137,0.995,10,6
0.13,0.22,12.7,0.058,24,183,0.9956,11.7,6
0.27,0.22,12.7,0.058,42,206,0.9946,12.3,6
0.17,0.17,5.1,0.049,26,82,0.993,9.8,6
0.26,0.53,12.7,0.047,60.5,164.5,0.9984,9.1,6
0.28,0.54,12.9,0.049,62,162.5,0.9984,9.1,6
0.25,0.18,10.5,0.049,41,124,0.9963,10.5,5
0.24,0.27,1.5,0.04,35,105,0.98914,12.4,6
0.26,0.53,12.7,0.047,60.5,156,0.9984,9.1,6
0.28,0.54,12.9,0.049,62,152,0.9984,9.1,6
0.18,0.37,1.2,0.049,6,94,0.9937,10.1,5
0.28,0.3,3.9,0.026,36,105,0.98963,12.75,6
0.23,0.34,1.3,0.025,23,111,0.98961,12.7,6
0.28,0.37,9.1,0.037,16,76,0.9948,11.1,5
0.28,0.3,3.9,0.026,36,105,0.98963,12.75,6
0.25,0.53,1.8,0.021,41,101,0.989315,13,6
0.2,0.31,2.1,0.033,32,95,0.989435,12,6
0.29,0.32,1.4,0.022,17,47,0.9899,11.5,6
0.46,0.22,14.7,0.047,51,183,0.998275,10.5,5
0.28,0.37,9.1,0.037,16,76,0.9948,11.1,5
0.23,0.33,1.9,0.047,20,101,0.9914,11.1,6
0.23,0.32,1.8,0.048,25,113,0.9915,11.1,6
0.23,0.34,1.3,0.025,23,111,0.98961,12.7,6
0.45,0.3,11.8,0.094,23,97,0.997,9.6,5
0.37,0.46,12,0.042,61,210,0.997,9.7,6
0.21,0.23,7.9,0.033,22,130,0.9944,10.9,6
0.22,0.32,9.3,0.04,22,110,0.9958,10.7,7
0.27,0.22,4.6,0.022,29,107,0.98889,13.8,6
0.26,0.26,2.2,0.035,10,72,0.989465,12.15,6
0.18,0.3,10.2,0.028,28,131,0.9954,10.8,7
0.26,0.27,10.6,0.03,27,119,0.9947,10.7,7
0.23,0.35,1.4,0.036,31,113,0.9912,10.8,7
0.36,0.26,11.1,0.03,43.5,171,0.9948,12,5
0.3,0.27,4.4,0.055,17,135,0.9925,12.2,6
0.2,0.32,2.8,0.05,17,126,0.9936,9.4,6
0.29,0.15,1.1,0.029,12,83,0.9898,11.4,6
0.22,0.28,1.3,0.027,26,101,0.98948,12.5,7
0.22,0.32,1.2,0.024,29,97,0.98823,13.05,7
0.2,0.26,9.7,0.03,39,102,0.9908,12.9,7
0.35,0.24,2.3,0.034,25,133,0.9906,12,7
0.3,0.29,1.1,0.036,23,56,0.9904,11.3,5
0.15,0.34,11.4,0.05,25,96,0.99754,10,6
0.2,0.24,13.8,0.047,44,112,0.99837,8.8,6
0.27,0.26,1.3,0.038,32,138,0.99125,11.1,6
0.23,0.37,7.9,0.05,60,150,0.99488,9.3,6
0.33,0.23,11.8,0.03,23,158,0.99322,11.8,6
0.29,0.38,1.2,0.029,31,132,0.98895,12.4,6
0.33,0.35,10,0.035,22,108,0.99457,11.6,6
0.3,0.33,5.2,0.05,30,137,0.99304,11.1,5
0.33,0.3,7.2,0.041,42,168,0.99331,11.1,6
0.33,0.78,9.9,0.042,21,251,0.99435,11,6
0.45,0.3,5.3,0.036,27,165,0.99122,12.2,6
0.39,0.3,9.9,0.037,29,124,0.99414,10.9,6
0.53,0.29,4.3,0.069,20,114,0.99014,13.4,6
0.66,0,13,0.033,32,75,0.99551,10.7,6
0.36,0.31,13.55,0.053,20,113,0.99544,11,6
0.22,0.34,1.1,0.043,20,116,0.9927,10.2,6
0.23,0.35,6.9,0.03,45,116,0.99244,11,6
0.29,0.32,3,0.036,38,93,0.9906,12,6
0.28,0.3,12.9,0.033,31,177,0.99479,11.2,6
0.36,0.27,3.2,0.032,13,73,0.98942,12.6,7
0.44,0.36,2.5,0.03,12,73,0.99201,10.8,6
0.42,0.36,2.4,0.034,19,77,0.99184,10.9,5
0.34,0.21,7.2,0.041,48,146,0.99441,9.8,5
0.27,0.2,7.3,0.04,42,145,0.99442,9.8,5
0.33,0.18,6.3,0.094,27,166,0.99474,9.5,5
0.5,0.18,2,0.036,23,129,0.98949,13.4,7
0.44,0.28,4.25,0.032,43,132,0.9916,11.3,7
0.62,0.12,4.7,0.06,33,196,0.99556,8.9,5
0.38,0.19,4.5,0.038,36,119,0.99151,11.2,6
0.305,0.38,1.4,0.047,30,95,0.99158,11.5,7
0.5,0.22,4.1,0.036,35,131,0.9902,13,7
0.4,0.25,4.2,0.032,15,91,0.98988,13.1,6
0.49,0.23,6.65,0.034,6,158,0.99344,11.2,5
0.3,0.91,8.2,0.034,50,199,0.99394,11.7,6
0.24,0.34,2,0.041,14,73,0.98981,11.6,7
0.25,0.32,12.2,0.041,43,127,0.99524,10.4,7
0.21,0.39,2.3,0.041,31,102,0.99221,10.9,7
0.3,0.91,8.2,0.034,50,199,0.99394,11.7,6
0.28,0.41,5,0.043,50,188,0.99318,10.8,6
0.24,0.41,1.3,0.036,42,118,0.99018,11.733333,6
0.24,0.41,1.3,0.036,42,118,0.99018,11.75,6
0.26,0.36,1.2,0.035,43,126,0.99094,11.4,6
0.24,0.3,1.3,0.03,25,98,0.98968,12.4,7
0.21,0.35,5.7,0.043,47,197,0.99392,10.1,6
0.24,0.34,1.1,0.034,49,158,0.98774,13.1,7
0.26,0.29,1,0.042,35,101,0.99044,11.4,7
0.61,0.21,1.65,0.117,40,240,0.9938,9.3,5
0.695,0.06,6.8,0.042,9,84,0.99432,10.2,5
0.39,0.25,4.9,0.033,49,113,0.98966,13.1,7
0.29,0.41,10.8,0.048,55,149,0.9937,10.966667,7
0.29,0.41,10.8,0.048,55,149,0.9937,11,7
0.25,0.25,1.3,0.04,28,85,0.98984,11.2,6
0.33,0.41,2,0.027,14,79,0.99063,12.4,6
0.23,0.41,1.1,0.048,35,150,0.99168,11.2,5
0.17,0.36,8.2,0.028,44,111,0.99272,12.4,6
0.17,0.33,6,0.036,30,111,0.99362,10.133333,7
0.31,0.53,8.8,0.057,36,221,0.99642,9.1,5
0.16,0.34,6.1,0.034,31,114,0.99365,10.15,7
0.17,0.33,6,0.036,30,111,0.99362,10.15,7
0.44,0.33,1.2,0.049,12,117,0.99134,11.5,5
0.285,0.49,11.4,0.035,57,137,0.99732,8.9,6
0.335,0.14,1.3,0.036,69,168,0.99212,10.466667,5
0.335,0.14,1.3,0.036,69,168,0.99212,10.466667,5
0.35,0.29,3.2,0.034,41,151,0.9912,11.633333,7
0.25,0.32,9.9,0.045,41,128,0.99636,9.6,6
0.28,0.52,6.2,0.028,37,104,0.99161,11.8,7
0.285,0.49,11.4,0.035,57,137,0.99732,8.9,6
0.335,0.14,1.3,0.036,69,168,0.99212,10.5,5
0.27,0.37,0.9,0.025,11,49,0.98845,13.1,6
0.33,0.32,1,0.041,39,120,0.99004,12.2,6
0.24,0.34,1,0.036,52,184,0.99097,11.45,6
0.26,0.32,10.4,0.062,23,114,0.9966,10.5,5
0.63,0.04,1.3,0.058,25,133,0.99271,10.2,4
0.16,0.32,12.5,0.035,18,156,0.99666,9,6
0.16,0.32,12.5,0.035,18,156,0.99666,9,6
0.16,0.32,12.5,0.035,18,156,0.99666,9,6
0.16,0.32,12.5,0.035,18,156,0.99666,9,6
0.19,0.31,19.25,0.043,38,167,0.99954,9.1,7
0.36,0.32,1.1,0.053,26,173,0.99414,8.8,5
0.16,0.32,12.5,0.035,18,156,0.99666,9,6
0.19,0.31,19.25,0.043,38,167,0.99954,9.1,7
0.35,0.32,9,0.032,29,113,0.99188,12.9,7
0.15,0.4,1.2,0.03,19,84,0.98926,13,6
0.35,0.32,9,0.032,29,113,0.99188,12.9,7
0.3,0.33,12.8,0.041,60,168,0.99659,9.8,5
0.69,0.09,7.6,0.044,34,144,0.9948,10.1,6
0.36,0.5,8.3,0.053,51,202,0.9955,9.6,6
0.27,0.16,9,0.053,32,111,0.99474,10.4,6
